OccupationalGrade,OccupationalCode,OccupationalTitle,EstimatedEmployment2008,ProjectedEmployment2018,NetChange20082018,PercentChange20082018,MeanAnnualWages2008,EntryAnnualWages2008,ExperiencedAnnualWages2008,20082018OpeningsGrowth,20082018OpeningsReplacement,20082018OpeningsTotal,AnnualOpeningsGrowth,AnnualOpeningsReplacement,AnnualOpeningsTotal,EducationTrainingRequired,WIARegion
F+,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,340,350,14,4.13%,$25810.00,$17570.00,$29930.00,14,70,84,1,7,8,Moderate-term on-the-job training,St. Louis Metro
F+,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,190,200,8,4.26%,$25810.00,$17570.00,$29930.00,8,39,47,1,4,5,Moderate-term on-the-job training,Kansas City Metro
F+,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,120,120,5,4.27%,$25810.00,$17570.00,$29930.00,5,24,29,1,2,3,Moderate-term on-the-job training,Central
D-,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,50,50,4,8.33%,$25810.00,$17570.00,$29930.00,4,10,14,0,1,1,Moderate-term on-the-job training,Northwest
D+,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,40,40,3,7.32%,$25810.00,$17570.00,$29930.00,3,9,12,0,1,1,Moderate-term on-the-job training,West Central
F+,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,10,10,1,9.09%,$25810.00,$17570.00,$29930.00,1,2,3,0,0,0,Moderate-term on-the-job training,South Central
D-,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,50,50,4,8.89%,$25810.00,$17570.00,$29930.00,4,9,13,0,1,1,Moderate-term on-the-job training,Southwest
D+,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,40,40,4,10%,$25810.00,$17570.00,$29930.00,4,8,12,0,1,1,Moderate-term on-the-job training,Northeast
F+,49-3052,Motorcycle Mechanics,100,110,8,7.92%,$31800.00,$20100.00,$37650.00,8,21,29,1,2,3,Long-term on-the-job training,Kansas City Metro
C,49-3052,Motorcycle Mechanics,20,20,2,13.33%,$31800.00,$20100.00,$37650.00,2,3,5,0,0,0,Long-term on-the-job training,South Central
D+,49-3052,Motorcycle Mechanics,70,70,5,7.35%,$31800.00,$20100.00,$37650.00,5,14,19,1,1,2,Long-term on-the-job training,Central
D-,49-3052,Motorcycle Mechanics,180,200,19,10.56%,$31800.00,$20100.00,$37650.00,19,37,56,2,4,6,Long-term on-the-job training,St. Louis Metro
D+,49-3052,Motorcycle Mechanics,20,20,1,4.55%,$31800.00,$20100.00,$37650.00,1,5,6,0,1,1,Long-term on-the-job training,Northwest
C,49-3052,Motorcycle Mechanics,30,40,3,8.82%,$31800.00,$20100.00,$37650.00,3,7,10,0,1,1,Long-term on-the-job training,Southeast
C,49-3052,Motorcycle Mechanics,30,30,3,10%,$31800.00,$20100.00,$37650.00,3,6,9,0,1,1,Long-term on-the-job training,Southwest
D+,49-3052,Motorcycle Mechanics,20,30,2,8.7%,$31800.00,$20100.00,$37650.00,2,5,7,0,1,1,Long-term on-the-job training,West Central
D+,49-3052,Motorcycle Mechanics,20,20,1,5.26%,$31800.00,$20100.00,$37650.00,1,4,5,0,0,0,Long-term on-the-job training,Northeast
D+,49-3052,Motorcycle Mechanics,51,57,6,11.76%,$31800.00,$20100.00,$37650.00,6,11,17,1,1,2,Long-term on-the-job training,Ozark
D+,49-3051,Motorboat Mechanics,20,20,1,4.76%,$32210.00,$24150.00,$36230.00,1,4,5,0,0,0,Long-term on-the-job training,Southwest
F+,49-3051,Motorboat Mechanics,10,10,0,0%,$32210.00,$24150.00,$36230.00,0,3,3,0,0,0,Long-term on-the-job training,South Central
D+,49-3051,Motorboat Mechanics,10,20,1,7.14%,$32210.00,$24150.00,$36230.00,1,3,4,0,0,0,Long-term on-the-job training,Northeast
D+,49-3051,Motorboat Mechanics,50,50,3,6.12%,$32210.00,$24150.00,$36230.00,3,10,13,0,1,1,Long-term on-the-job training,Central
F+,49-3051,Motorboat Mechanics,45,46,1,2.22%,$32210.00,$24150.00,$36230.00,1,9,10,0,1,1,Long-term on-the-job training,Ozark
F+,49-3051,Motorboat Mechanics,150,160,10,6.67%,$32210.00,$24150.00,$36230.00,10,31,41,1,3,4,Long-term on-the-job training,St. Louis Metro
D+,49-3051,Motorboat Mechanics,20,30,2,8.33%,$32210.00,$24150.00,$36230.00,2,5,7,0,1,1,Long-term on-the-job training,Southeast
D+,49-3051,Motorboat Mechanics,20,20,1,5.88%,$32210.00,$24150.00,$36230.00,1,4,5,0,0,0,Long-term on-the-job training,West Central
F,49-3051,Motorboat Mechanics,80,80,2,2.47%,$32210.00,$24150.00,$36230.00,2,17,19,0,2,2,Long-term on-the-job training,Kansas City Metro
D+,49-3051,Motorboat Mechanics,20,20,1,6.25%,$32210.00,$24150.00,$36230.00,1,3,4,0,0,0,Long-term on-the-job training,Northwest
D+,49-3043,Rail Car Repairers,10,10,0,0%,$40020.00,$27340.00,$46360.00,0,2,2,0,0,0,Long-term on-the-job training,West Central
D+,49-3043,Rail Car Repairers,ND,ND,1,ND,$40020.00,$27340.00,$46360.00,1,5,6,0,1,1,Long-term on-the-job training,Central
D+,49-3043,Rail Car Repairers,20,20,1,6.67%,$40020.00,$27340.00,$46360.00,1,3,4,0,0,0,Long-term on-the-job training,Southwest
F+,49-3043,Rail Car Repairers,10,10,-1,-8.33%,$40020.00,$27340.00,$46360.00,0,2,2,0,0,0,Long-term on-the-job training,South Central
F+,49-3043,Rail Car Repairers,190,180,-6,-3.19%,$40020.00,$27340.00,$46360.00,0,36,36,0,4,4,Long-term on-the-job training,Kansas City Metro
D+,49-3043,Rail Car Repairers,20,20,2,9.52%,$40020.00,$27340.00,$46360.00,2,4,6,0,0,0,Long-term on-the-job training,Northeast
F+,49-3043,Rail Car Repairers,65,64,-1,-1.54%,$40020.00,$27340.00,$46360.00,0,12,12,0,1,1,Long-term on-the-job training,Ozark
F+,49-3043,Rail Car Repairers,190,190,-3,-1.59%,$40020.00,$27340.00,$46360.00,0,36,36,0,4,4,Long-term on-the-job training,St. Louis Metro
F+,49-3043,Rail Car Repairers,ND,ND,0,ND,$40020.00,$27340.00,$46360.00,0,1,1,0,0,0,Long-term on-the-job training,Northwest
D+,49-3043,Rail Car Repairers,30,30,2,8%,$40020.00,$27340.00,$46360.00,2,5,7,0,1,1,Long-term on-the-job training,Southeast
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",110,110,5,4.76%,$40060.00,$27230.00,$46480.00,5,20,25,1,2,3,Long-term on-the-job training,Northeast
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",100,100,4,4.17%,$40060.00,$27230.00,$46480.00,4,18,22,0,2,2,Long-term on-the-job training,Northwest
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",70,80,7,9.86%,$40060.00,$27230.00,$46480.00,7,14,21,1,1,2,Long-term on-the-job training,South Central
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",540,560,23,4.27%,$40060.00,$27230.00,$46480.00,23,103,126,2,10,12,Long-term on-the-job training,Kansas City Metro
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",231,261,30,12.99%,$40060.00,$27230.00,$46480.00,30,44,74,3,4,7,Long-term on-the-job training,Ozark
B+,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",100,120,18,18%,$40060.00,$27230.00,$46480.00,18,19,37,2,2,4,Long-term on-the-job training,Southwest
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",90,100,6,6.59%,$40060.00,$27230.00,$46480.00,6,17,23,1,2,3,Long-term on-the-job training,West Central
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",340,360,16,4.65%,$40060.00,$27230.00,$46480.00,16,65,81,2,7,9,Long-term on-the-job training,Central
C,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",230,240,12,5.33%,$40060.00,$27230.00,$46480.00,12,43,55,1,4,5,Long-term on-the-job training,Southeast
B+,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",1030,1110,71,6.87%,$40060.00,$27230.00,$46480.00,71,197,268,7,20,27,Long-term on-the-job training,St. Louis Metro
D+,49-3041,Farm Equipment Mechanics,50,50,3,6.25%,$31850.00,$22940.00,$36310.00,3,9,12,0,1,1,Long-term on-the-job training,Central
C,49-3041,Farm Equipment Mechanics,40,50,4,9.52%,$31850.00,$22940.00,$36310.00,4,8,12,0,1,1,Long-term on-the-job training,Southeast
D+,49-3041,Farm Equipment Mechanics,81,86,5,6.17%,$31850.00,$22940.00,$36310.00,5,15,20,1,2,3,Long-term on-the-job training,Ozark
C,49-3041,Farm Equipment Mechanics,20,30,2,8.7%,$31850.00,$22940.00,$36310.00,2,4,6,0,0,0,Long-term on-the-job training,Northwest
B-,49-3041,Farm Equipment Mechanics,20,30,4,19.05%,$31850.00,$22940.00,$36310.00,4,4,8,0,0,0,Long-term on-the-job training,Northeast
C,49-3041,Farm Equipment Mechanics,20,20,3,15%,$31850.00,$22940.00,$36310.00,3,4,7,0,0,0,Long-term on-the-job training,West Central
F+,49-3041,Farm Equipment Mechanics,180,190,5,2.72%,$31850.00,$22940.00,$36310.00,5,35,40,1,4,5,Long-term on-the-job training,Kansas City Metro
C,49-3041,Farm Equipment Mechanics,10,20,2,14.29%,$31850.00,$22940.00,$36310.00,2,3,5,0,0,0,Long-term on-the-job training,South Central
B+,49-3041,Farm Equipment Mechanics,30,40,10,31.25%,$31850.00,$22940.00,$36310.00,10,6,16,1,1,2,Long-term on-the-job training,Southwest
F+,49-3041,Farm Equipment Mechanics,380,400,20,5.26%,$31850.00,$22940.00,$36310.00,20,72,92,2,7,9,Long-term on-the-job training,St. Louis Metro
C,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,130,140,8,6.3%,$39640.00,$28490.00,$45210.00,8,29,37,1,3,4,Postsecondary vocational award,South Central
D+,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,450,460,5,1.1%,$39640.00,$28490.00,$45210.00,5,104,109,1,10,11,Postsecondary vocational award,Central
C,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,200,210,8,3.98%,$39640.00,$28490.00,$45210.00,8,46,54,1,5,6,Postsecondary vocational award,Northeast
D+,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,542,559,17,3.14%,$39640.00,$28490.00,$45210.00,17,124,141,2,12,14,Postsecondary vocational award,Ozark
C,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,190,200,9,4.74%,$39640.00,$28490.00,$45210.00,9,44,53,1,4,5,Postsecondary vocational award,Northwest
D+,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2010,2020,11,0.55%,$39640.00,$28490.00,$45210.00,11,461,472,1,46,47,Postsecondary vocational award,St. Louis Metro
C,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,340,350,7,2.04%,$39640.00,$28490.00,$45210.00,7,79,86,1,8,9,Postsecondary vocational award,Southeast
B+,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,380,400,21,5.48%,$39640.00,$28490.00,$45210.00,21,88,109,2,9,11,Postsecondary vocational award,Southwest
C,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,180,190,10,5.71%,$39640.00,$28490.00,$45210.00,10,40,50,1,4,5,Postsecondary vocational award,West Central
D+,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1060,1040,-14,-1.32%,$39640.00,$28490.00,$45210.00,0,243,243,0,24,24,Postsecondary vocational award,Kansas City Metro
B+,49-3023,Automotive Service Technicians and Mechanics,6240,6490,245,3.92%,$34900.00,$20570.00,$42070.00,245,1191,1436,25,119,144,Postsecondary vocational award,St. Louis Metro
B+,49-3023,Automotive Service Technicians and Mechanics,3410,3510,104,3.05%,$34900.00,$20570.00,$42070.00,104,650,754,10,65,75,Postsecondary vocational award,Kansas City Metro
B-,49-3023,Automotive Service Technicians and Mechanics,2050,2110,59,2.88%,$34900.00,$20570.00,$42070.00,59,391,450,6,39,45,Postsecondary vocational award,Central
A-,49-3023,Automotive Service Technicians and Mechanics,730,800,62,8.46%,$34900.00,$20570.00,$42070.00,62,140,202,6,14,20,Postsecondary vocational award,Northwest
B+,49-3023,Automotive Service Technicians and Mechanics,700,720,18,2.56%,$34900.00,$20570.00,$42070.00,18,134,152,2,13,15,Postsecondary vocational award,Northeast
B+,49-3023,Automotive Service Technicians and Mechanics,960,1010,44,4.58%,$34900.00,$20570.00,$42070.00,44,183,227,4,18,22,Postsecondary vocational award,Southwest
B-,49-3023,Automotive Service Technicians and Mechanics,1796,1889,93,5.18%,$34900.00,$20570.00,$42070.00,93,343,436,9,34,43,Postsecondary vocational award,Ozark
B+,49-3023,Automotive Service Technicians and Mechanics,1000,1040,39,3.89%,$34900.00,$20570.00,$42070.00,39,191,230,4,19,23,Postsecondary vocational award,Southeast
B+,49-3023,Automotive Service Technicians and Mechanics,530,550,20,3.75%,$34900.00,$20570.00,$42070.00,20,102,122,2,10,12,Postsecondary vocational award,South Central
B+,49-3023,Automotive Service Technicians and Mechanics,720,760,38,5.28%,$34900.00,$20570.00,$42070.00,38,137,175,4,14,18,Postsecondary vocational award,West Central
D-,49-3022,Automotive Glass Installers and Repairers,20,20,2,11.76%,$30880.00,$20320.00,$36160.00,2,4,6,0,0,0,Long-term on-the-job training,Southwest
D+,49-3022,Automotive Glass Installers and Repairers,10,10,0,0%,$30880.00,$20320.00,$36160.00,0,3,3,0,0,0,Long-term on-the-job training,West Central
F+,49-3022,Automotive Glass Installers and Repairers,ND,ND,-1,ND,$30880.00,$20320.00,$36160.00,0,2,2,0,0,0,Long-term on-the-job training,South Central
D+,49-3022,Automotive Glass Installers and Repairers,20,20,1,5.26%,$30880.00,$20320.00,$36160.00,1,4,5,0,0,0,Long-term on-the-job training,Southeast
F,49-3022,Automotive Glass Installers and Repairers,170,170,-2,-1.2%,$30880.00,$20320.00,$36160.00,0,35,35,0,4,4,Long-term on-the-job training,St. Louis Metro
C,49-3022,Automotive Glass Installers and Repairers,20,20,2,11.76%,$30880.00,$20320.00,$36160.00,2,4,6,0,0,0,Long-term on-the-job training,Northwest
F,49-3022,Automotive Glass Installers and Repairers,40,40,0,0%,$30880.00,$20320.00,$36160.00,0,8,8,0,1,1,Long-term on-the-job training,Ozark
F,49-3022,Automotive Glass Installers and Repairers,80,80,0,0%,$30880.00,$20320.00,$36160.00,0,16,16,0,2,2,Long-term on-the-job training,Kansas City Metro
F+,49-3022,Automotive Glass Installers and Repairers,20,20,0,0%,$30880.00,$20320.00,$36160.00,0,3,3,0,0,0,Long-term on-the-job training,Northeast
F,49-3022,Automotive Glass Installers and Repairers,40,40,1,2.44%,$30880.00,$20320.00,$36160.00,1,9,10,0,1,1,Long-term on-the-job training,Central
B+,49-3021,Automotive Body and Related Repairers,150,160,9,6.12%,$45140.00,$26460.00,$54480.00,9,38,47,1,4,5,Long-term on-the-job training,Northwest
D+,49-3021,Automotive Body and Related Repairers,1450,1400,-45,-3.11%,$45140.00,$26460.00,$54480.00,0,375,375,0,38,38,Long-term on-the-job training,St. Louis Metro
C,49-3021,Automotive Body and Related Repairers,190,190,-6,-3.13%,$45140.00,$26460.00,$54480.00,0,50,50,0,5,5,Long-term on-the-job training,Southeast
C,49-3021,Automotive Body and Related Repairers,140,140,-6,-4.17%,$45140.00,$26460.00,$54480.00,0,37,37,0,4,4,Long-term on-the-job training,Northeast
C-,49-3021,Automotive Body and Related Repairers,390,370,-11,-2.86%,$45140.00,$26460.00,$54480.00,0,100,100,0,10,10,Long-term on-the-job training,Central
C,49-3021,Automotive Body and Related Repairers,180,170,-2,-1.14%,$45140.00,$26460.00,$54480.00,0,45,45,0,5,5,Long-term on-the-job training,Southwest
B+,49-3021,Automotive Body and Related Repairers,120,120,0,0%,$45140.00,$26460.00,$54480.00,0,32,32,0,3,3,Long-term on-the-job training,West Central
C,49-3021,Automotive Body and Related Repairers,365,360,-5,-1.37%,$45140.00,$26460.00,$54480.00,0,94,94,0,9,9,Long-term on-the-job training,Ozark
D+,49-3021,Automotive Body and Related Repairers,720,700,-21,-2.9%,$45140.00,$26460.00,$54480.00,0,187,187,0,19,19,Long-term on-the-job training,Kansas City Metro
C,49-3021,Automotive Body and Related Repairers,100,90,-3,-3.16%,$45140.00,$26460.00,$54480.00,0,25,25,0,3,3,Long-term on-the-job training,South Central
C,49-3011,Aircraft Mechanics and Service Technicians,60,60,3,5.45%,$53860.00,$39430.00,$61070.00,3,11,14,0,1,1,Postsecondary vocational award,Southeast
C,49-3011,Aircraft Mechanics and Service Technicians,110,120,6,5.26%,$53860.00,$39430.00,$61070.00,6,22,28,1,2,3,Postsecondary vocational award,Central
B,49-3011,Aircraft Mechanics and Service Technicians,20,20,2,9.52%,$53860.00,$39430.00,$61070.00,2,4,6,0,0,0,Postsecondary vocational award,Northwest
C,49-3011,Aircraft Mechanics and Service Technicians,30,30,2,6.45%,$53860.00,$39430.00,$61070.00,2,6,8,0,1,1,Postsecondary vocational award,West Central
C-,49-3011,Aircraft Mechanics and Service Technicians,630,510,-118,-18.73%,$53860.00,$39430.00,$61070.00,0,122,122,0,12,12,Postsecondary vocational award,Kansas City Metro
C,49-3011,Aircraft Mechanics and Service Technicians,20,20,1,4.55%,$53860.00,$39430.00,$61070.00,1,4,5,0,0,0,Postsecondary vocational award,South Central
B,49-3011,Aircraft Mechanics and Service Technicians,30,40,4,12.12%,$53860.00,$39430.00,$61070.00,4,6,10,0,1,1,Postsecondary vocational award,Southwest
C-,49-3011,Aircraft Mechanics and Service Technicians,960,770,-188,-19.62%,$53860.00,$39430.00,$61070.00,0,186,186,0,19,19,Postsecondary vocational award,St. Louis Metro
D-,49-3011,Aircraft Mechanics and Service Technicians,119,118,-1,-0.84%,$53860.00,$39430.00,$61070.00,0,23,23,0,2,2,Postsecondary vocational award,Ozark
B,49-3011,Aircraft Mechanics and Service Technicians,30,40,4,12.9%,$53860.00,$39430.00,$61070.00,4,6,10,0,1,1,Postsecondary vocational award,Northeast
B-,49-2098,Security and Fire Alarm Systems Installers,30,30,6,21.43%,$35220.00,$26120.00,$39770.00,6,5,11,1,1,2,Postsecondary vocational award,Southeast
B-,49-2098,Security and Fire Alarm Systems Installers,60,60,9,16.36%,$35220.00,$26120.00,$39770.00,9,9,18,1,1,2,Postsecondary vocational award,Central
B-,49-2098,Security and Fire Alarm Systems Installers,10,10,2,20%,$35220.00,$26120.00,$39770.00,2,2,4,0,0,0,Postsecondary vocational award,South Central
B-,49-2098,Security and Fire Alarm Systems Installers,59,74,15,25.42%,$35220.00,$26120.00,$39770.00,15,10,25,2,1,3,Postsecondary vocational award,Ozark
B-,49-2098,Security and Fire Alarm Systems Installers,150,180,30,20.69%,$35220.00,$26120.00,$39770.00,30,25,55,3,3,6,Postsecondary vocational award,Kansas City Metro
C,49-2098,Security and Fire Alarm Systems Installers,300,330,27,8.88%,$35220.00,$26120.00,$39770.00,27,52,79,3,5,8,Postsecondary vocational award,St. Louis Metro
C,49-2098,Security and Fire Alarm Systems Installers,30,30,3,11.54%,$35220.00,$26120.00,$39770.00,3,4,7,0,0,0,Postsecondary vocational award,Southwest
C,49-2098,Security and Fire Alarm Systems Installers,10,20,2,14.29%,$35220.00,$26120.00,$39770.00,2,2,4,0,0,0,Postsecondary vocational award,Northeast
B-,49-2098,Security and Fire Alarm Systems Installers,20,30,6,31.58%,$35220.00,$26120.00,$39770.00,6,3,9,1,0,1,Postsecondary vocational award,Northwest
C,49-2098,Security and Fire Alarm Systems Installers,10,20,2,14.29%,$35220.00,$26120.00,$39770.00,2,2,4,0,0,0,Postsecondary vocational award,West Central
F,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,350,350,-8,-2.26%,$32630.00,$22400.00,$37750.00,0,61,61,0,6,6,Postsecondary vocational award,St. Louis Metro
F+,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,170,180,12,7.06%,$32630.00,$22400.00,$37750.00,12,29,41,1,3,4,Postsecondary vocational award,Kansas City Metro
B-,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,30,30,4,13.33%,$32630.00,$22400.00,$37750.00,4,5,9,0,1,1,Postsecondary vocational award,Northwest
D+,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,90,98,8,8.89%,$32630.00,$22400.00,$37750.00,8,15,23,1,2,3,Postsecondary vocational award,Ozark
D+,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,90,100,7,7.61%,$32630.00,$22400.00,$37750.00,7,16,23,1,2,3,Postsecondary vocational award,Central
C,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,40,50,5,12.5%,$32630.00,$22400.00,$37750.00,5,7,12,1,1,2,Postsecondary vocational award,Southwest
D+,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,30,30,1,3.85%,$32630.00,$22400.00,$37750.00,1,4,5,0,0,0,Postsecondary vocational award,South Central
D+,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,40,50,3,6.98%,$32630.00,$22400.00,$37750.00,3,7,10,0,1,1,Postsecondary vocational award,Southeast
D+,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,30,30,2,8%,$32630.00,$22400.00,$37750.00,2,4,6,0,0,0,Postsecondary vocational award,West Central
D+,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,30,30,2,6.9%,$32630.00,$22400.00,$37750.00,2,5,7,0,1,1,Postsecondary vocational award,Northeast
F,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",21,20,-1,-4.76%,$28500.00,$19440.00,$33030.00,0,4,4,0,0,0,Postsecondary vocational award,Ozark
F,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10,0,-1,-20%,$28500.00,$19440.00,$33030.00,0,1,1,0,0,0,Postsecondary vocational award,West Central
F,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",100,80,-19,-18.81%,$28500.00,$19440.00,$33030.00,0,17,17,0,2,2,Postsecondary vocational award,St. Louis Metro
